registryid,x,y,county_fips,state_fips,state_nuclear_restrictions,state_electricity_price,state_net_electricity_imports,state_nuclear_inclusive_policy,pop_weight_svi,traditionally_regulated_state_energy_market,state_construction_labor_5yr_mean_annual_wage,count_protected_lands,count_hazardous_facilities_within_5mi,fault_line_hazard,landslide_hazard,max_pga_lt_0o3g,hundred_year_flood_zone,open_water_or_wetland,pop_weight_sentiment,slope_lt_12pct,population_center_dist,ret_facility_dist,count_nuclear_rd_within_100mi,substation_dist,road_dist,streamflow_50kgpm_within_20mi,obj_cont_1,obj_cont_2,obj_cont_3,obj_cont_4,obj_cont_5,obj_cont_6,obj_cont_7,obj_cont_8,obj_cont_9,obj_cont_10,obj_cont_11,obj_cont_12,obj_cont_13,obj_cont_14,obj_cont_15,obj_cont_16,obj_cont_17,obj_cont_18,obj_cont_19,obj_cont_20,obj_cont_21,obj_cont_22,siting_metric
110000339982,-76.56,39.28,24510.0,24,0,14.3053846153846,25934,0,0.402230894957042,1,34766,0.0,8.0,1,0,1,0,1,0.415854539620408,1,3.204225645054625,2.951268246999375,1,1.3810653293795938,0.7781969653401375,1,0.0858951767517212,0.072092528520965,0.0553278921734315,0.039621110120865,0.0,0.0816094817451542,0.0632576067334254,0.0827871264093975,0.0,0.0785014314028306,0.0,0.0785014314028306,0.0328690402251145,0.0785014314028306,0.0,0.0785014314028306,0.0,0.0,0.0,0.0,0.0940328803057722,0.0785014314028306,0.0004592931973854
110000344832,-81.46,39.4,54107.0,54,0,10.26,-28050,0,0.428866209430042,1,35606,1.0,6.0,1,0,1,0,1,0.382544490380485,1,13.695002739825249,76.82957569661063,0,1.64295579896835,1.4919869097920186,1,0.1428571428571428,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.1428571428571428,0.0,0.1428571428571428,0.0,0.1428571428571428,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0001541282613654
110000346028,-80.26,35.82,37057.0,37,0,10.6269230769231,14875,1,0.658312001057838,1,30384,0.0,2.0,1,0,1,0,1,0.433715808407151,1,13.22706010980044,52.97458528527206,0,1.2664712708743124,1.2353866831733935,1,0.0936857061176505,0.0,0.0606846206786279,0.1059132438788602,0.0,0.0936857061176505,0.0839164865013073,0.0936857061176505,0.0,0.0936857061176505,0.0,0.0936857061176505,0.0,0.0936857061176505,0.0,0.0936857061176505,0.0,0.0,0.0,0.0,0.0,0.0936857061176505,0.0004884484267514
110000376450,-91.42,31.51,28001.0,28,0,11.0661538461538,-12476,0,0.921024695443519,1,30390,0.0,3.0,1,0,1,0,1,0.42099169382003,1,73.00730391036062,70.61260904325626,0,0.9121890948342,65.7470244366525,1,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.0002288129323314
110000382808,-82.85,39.99,39049.0,39,0,11.0361538461538,37952,1,0.40574648898171,0,43920,0.0,6.0,1,1,1,0,1,0.409963821577105,1,4.052056297265106,69.46883115097374,1,1.121947330627881,0.6567889498983813,1,0.0650647907342519,0.0266198871424684,0.0710668932772674,0.0537815821350769,0.02869232639715,0.0271374292756509,0.0443732843890357,0.057012719426363,0.0212205051972003,0.0537815821350769,0.0541098310467525,0.0537815821350769,0.0212205051972003,0.0541098310467525,0.0313785649575392,0.0537815821350769,0.0373908743248449,0.0266198871424684,0.0521389076424163,0.0297123437548835,0.0793006026350249,0.0577044878724211,0.001931377314305
110000397286,-86.24,39.78,18097.0,18,0,11.6746153846154,12707,1,0.465241258178437,1,39630,0.0,7.0,1,1,1,0,1,0.415417384277542,1,6.593397082079813,51.84267358750856,1,0.0752984688862749,2.034985492612732,1,0.0544069421323151,0.033620351474354,0.0330617589858813,0.0634731473294463,0.0435144214397571,0.057450164698923,0.0339254123576372,0.0555468810127486,0.0269759512589499,0.0534887895512742,0.0613704684322576,0.0535623214182218,0.0268952991577356,0.0549724135907557,0.0426231122257664,0.0534887895512742,0.0396565609461275,0.0268952991577356,0.03921039460823,0.0570725512817201,0.0340919537362383,0.0546970156526495,0.0045673547566479
110000581120,-73.13,42.62,25003.0,25,2,22.9169230769231,33434,0,0.377943211180273,1,54582,1.0,1.0,1,1,1,0,1,0.391624851817998,1,18.18106443674088,45.52981577266412,1,3.8500935154482248,27.263290848951065,1,0.05168232535129,0.1017979550676292,0.05168232535129,0.05168232535129,0.0,0.1417380745464636,0.05168232535129,0.0,0.0,0.0916224448301244,0.0916224448301244,0.0916224448301244,0.0,0.0916224448301244,0.0,0.0916224448301244,0.0,0.0,0.0,0.0,0.0,0.0916224448301244,0.0002852941330189
110000603017,-70.45,43.49,23031.0,23,2,20.2846153846154,4068,0,0.12092988123188,0,33282,0.0,2.0,1,0,1,0,0,0.385711655256003,1,19.52869808645119,96.16490339504188,0,0.5352279447090068,2.245176723875444,1,0.0577451745501876,0.1233684134351039,0.0577451745501876,0.0577451745501876,0.0,0.0577451745501876,0.1233684134351039,0.1044564949858083,0.0,0.1044564949858083,0.0,0.1044564949858083,0.0,0.0,0.0,0.1044564949858083,0.0,0.0,0.0,0.0,0.0,0.1044564949858083,0.000158597635357
110001522683,-70.86,43.26,33017.0,33,0,23.2892307692308,-6623,0,0.129641941982272,0,38740,0.0,2.0,1,1,1,0,1,0.425245204127486,1,6.570188297319625,68.04008288863437,2,4.220085954257356,4.178468507086806,1,0.0578114711719863,0.072244457187902,0.0340470669164619,0.0340470669164619,0.050882149727449,0.0340470669164619,0.0510598981718504,0.0553478053117815,0.0310954762105616,0.0537821306059697,0.0544762821316733,0.0537821306059697,0.0260842182887948,0.0538210647734456,0.0329793129411426,0.0538210647734456,0.050882149727449,0.0340470669164619,0.0337788241551845,0.0395777774454969,0.0350469115400519,0.0573386075639968,0.0030244232087246
110001532798,-74.1,40.68,34017.0,34,2,15.1738461538462,8762,0,0.606178867072968,0,54244,0.0,9.0,1,1,1,0,1,0.412709592483904,1,1.5780648961563,4.328454084773576,1,1.0298756700043687,0.9469684242986188,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.125,0.125,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.125,0.0002288129323314
