registryid,x,y,county_fips,state_fips,state_nuclear_restrictions,state_electricity_price,state_net_electricity_imports,state_nuclear_inclusive_policy,pop_weight_svi,traditionally_regulated_state_energy_market,state_construction_labor_5yr_mean_annual_wage,count_protected_lands,count_hazardous_facilities_within_5mi,fault_line_hazard,landslide_hazard,max_pga_lt_0o3g,hundred_year_flood_zone,open_water_or_wetland,pop_weight_sentiment,slope_lt_12pct,population_center_dist,ret_facility_dist,count_nuclear_rd_within_100mi,substation_dist,road_dist,streamflow_50kgpm_within_20mi
110002013990,-71.85,42.56,25027,25,0.0,0.47774524518367295,0.7118256295037948,0.0,0.7452803305125909,1.0,0.1474520185307744,1.0,0.993103448275862,1.0,1.0,1.0,0.0,0.0,0.8039542423013022,0.0,0.0,0.0,0.030303030303030304,1.0,0.9997840109780994,1.0
110002017969,-71.34,42.0,25021,25,0.0,0.47774524518367295,0.7118256295037948,0.0,0.5740776046157527,1.0,0.1474520185307744,1.0,0.9827586206896551,1.0,1.0,1.0,0.0,1.0,0.8022785389474074,1.0,0.00226709135282043,0.0,0.045454545454545456,1.0,0.9987994907817686,1.0
110002128046,-93.26,37.21,29077,29,1.0,0.08965873582166817,0.5187892155519631,0.0,0.5898146084300877,1.0,0.39563203176704165,1.0,0.9758620689655172,1.0,1.0,1.0,0.0,1.0,0.7778067521884924,1.0,0.0,0.0,0.0,1.0,0.9991903667517459,1.0
110002129367,-93.77,32.48,22017,22,1.0,0.03917033683537119,0.618770035893361,0.0,0.240423997150211,1.0,0.81475843812045,0.9655172413793104,0.9758620689655172,1.0,1.0,1.0,0.0,1.0,0.8237010722835019,1.0,0.0,0.0,0.0,1.0,1.0,1.0
110002142324,-118.39,34.25,6037,6,0.5,0.5195236572103428,1.0,1.0,0.24506473265076312,0.0,0.3645268034414295,1.0,0.9827586206896551,1.0,1.0,0.0,0.0,1.0,0.8184425916883853,1.0,0.002011306244257235,0.0,0.015151515151515152,1.0,0.9996172925534094,0.0
110002148854,-122.83,45.85,41009,41,0.0,0.0682528356666589,0.42434309669287884,0.0,0.6412018845606197,0.0,0.5873593646591662,1.0,0.9862068965517241,1.0,1.0,0.0,0.0,1.0,0.7784008706719833,1.0,0.013540921946328697,0.0,0.015151515151515152,1.0,0.9964895294705328,1.0
110002150234,-122.31,47.55,53033,53,1.0,0.049873286912875514,0.41810970764720384,1.0,0.7137301028541493,1.0,0.3475843812045003,1.0,0.9724137931034482,1.0,1.0,0.0,0.0,1.0,0.7834406503595874,1.0,0.0004452936916765825,0.0,0.0,1.0,1.0,1.0
110002178688,-82.79,34.72,45077,45,1.0,0.09056910169032817,0.39162807902019336,0.0,0.4067254223448764,1.0,0.8974851091992058,1.0,0.9896551724137931,1.0,0.0,1.0,0.0,1.0,0.9372312864643796,1.0,0.010419261273364733,0.0,0.0,1.0,0.9991907667720149,1.0
110002193411,-82.01,34.5,45059,45,1.0,0.09056910169032817,0.39162807902019336,0.0,0.2971560023091726,1.0,0.8974851091992058,1.0,0.996551724137931,1.0,0.0,1.0,0.0,1.0,0.9062912562118547,1.0,0.018189436485997138,0.0,0.015151515151515152,1.0,0.9980566876733138,1.0
110002198595,-82.39,34.45,45007,45,1.0,0.09056910169032817,0.39162807902019336,0.0,0.3382917291320262,1.0,0.8974851091992058,1.0,0.993103448275862,1.0,0.0,1.0,0.0,1.0,0.9151141476640974,1.0,0.009795993509045193,0.0,0.0,1.0,0.9889527536189022,1.0
110002207264,-88.53,30.37,28059,28,1.0,0.09868858105946748,0.39734772721045564,0.0,0.320061022254187,1.0,0.9479814692256785,1.0,0.9724137931034482,1.0,1.0,1.0,0.0,1.0,0.8446989789193659,1.0,0.014272851009399855,0.0,0.0,1.0,0.9973202122095033,1.0
110002226001,-88.38,33.48,28087,28,1.0,0.09868858105946748,0.39734772721045564,0.0,0.25520265700969014,1.0,0.9479814692256785,1.0,0.9896551724137931,1.0,1.0,1.0,0.0,1.0,0.8102908168813796,1.0,0.018015052199952128,0.0,0.0,1.0,0.9990237311758294,1.0
110002233529,-80.69,32.93,45029,45,1.0,0.09056910169032817,0.39162807902019336,0.0,0.5177569431527155,1.0,0.8974851091992058,1.0,0.996551724137931,1.0,1.0,0.0,0.0,1.0,0.877861910546995,1.0,0.021323263394424558,0.0,0.015151515151515152,1.0,1.0,1.0
110002243509,-81.05,34.0,45079,45,1.0,0.09056910169032817,0.39162807902019336,0.0,0.4315011403815219,1.0,0.8974851091992058,0.9655172413793104,0.9862068965517241,1.0,1.0,1.0,0.0,1.0,0.8882454619149825,1.0,0.0,0.0,0.015151515151515152,1.0,0.9999221398742838,1.0
110002333706,-111.98,41.23,49057,49,1.0,0.03250252195950115,0.444783132860235,0.0,0.7729028656812864,1.0,0.8256783587028458,1.0,0.9827586206896551,1.0,0.0,0.0,0.0,1.0,0.8392748157194643,1.0,0.0,0.0,0.015151515151515152,1.0,0.9993108196475664,1.0
110002341449,-84.54,39.09,21117,21,1.0,0.07063947051152819,0.538009973422473,0.0,0.6598665711260474,1.0,0.7552614162806088,1.0,0.9793103448275862,1.0,0.0,1.0,0.0,0.0,0.8339104908411679,1.0,0.0,0.0,0.0,1.0,0.9998079240500898,1.0
110002358163,-77.79,35.94,37065,37,1.0,0.08463942130256208,0.584698742362386,1.0,0.18825552226470577,1.0,0.9481800132362674,1.0,0.9862068965517241,1.0,1.0,1.0,0.0,1.0,0.8392534367159751,1.0,0.0,0.0,0.030303030303030304,1.0,0.9997158812707031,1.0
110002384900,-89.1,42.26,17201,17,0.0,0.12814014713480865,0.24484889168972787,0.0,0.5366473493261261,0.0,0.0,0.9655172413793104,0.9827586206896551,1.0,1.0,1.0,0.0,1.0,0.8761415647447164,1.0,0.0,0.0,0.030303030303030304,1.0,0.9987698521756562,1.0
110002388381,-88.13,42.16,17097,17,0.0,0.12814014713480865,0.24484889168972787,0.0,0.5300692443539987,0.0,0.0,1.0,0.9862068965517241,1.0,1.0,1.0,0.0,1.0,0.8556435868953012,1.0,0.002140713739517786,0.0,0.015151515151515152,1.0,0.9960849053776278,1.0
110002394579,-80.32,27.45,12111,12,1.0,0.17301872401151486,0.5734032934213771,0.0,0.42141224353915185,1.0,0.9101919258769027,0.9655172413793104,0.993103448275862,1.0,1.0,1.0,0.0,1.0,0.9999189887084624,1.0,0.0,0.0,0.0,1.0,0.9979613521752443,1.0
110003063559,-89.61,42.3,17177,17,0.0,0.12814014713480865,0.24484889168972787,0.0,0.46459408953400416,0.0,0.0,0.9655172413793104,0.996551724137931,1.0,1.0,1.0,0.0,1.0,0.8785724049472956,1.0,0.022617903290301538,0.0,0.015151515151515152,1.0,0.9994354646063824,1.0
110003072193,-85.96,41.67,18039,18,1.0,0.1181507270624712,0.5698482067019206,1.0,0.3869668031138793,1.0,0.6422236929185969,0.10344827586206895,0.5517241379310345,1.0,1.0,1.0,0.0,1.0,0.8336931439414303,1.0,0.0,0.0,0.0,1.0,0.999306257420417,1.0
110003123600,-86.12,39.83,18097,18,1.0,0.1181507270624712,0.5698482067019206,1.0,0.5471847771061683,1.0,0.6422236929185969,1.0,0.9758620689655172,1.0,1.0,1.0,0.0,1.0,0.8212583761337335,1.0,0.000633114372177388,0.0,0.015151515151515152,1.0,0.9989492326845064,1.0
110003209000,-94.89,38.53,20121,20,1.0,0.10260069384641751,0.43268624818478224,0.0,0.9166413284189726,1.0,0.7797485109199207,1.0,0.996551724137931,1.0,1.0,1.0,0.0,1.0,0.8528636608291634,1.0,0.018314828997932225,0.0,0.0,1.0,1.0,0.0
110000436813,-89.04,42.49,17201,17,0.0,0.12814014713480865,0.24484889168972787,0.0,0.5772392574772256,0.0,0.0,0.9655172413793104,0.9862068965517241,1.0,1.0,1.0,1.0,1.0,0.8562056578030492,1.0,0.0,0.0,0.015151515151515152,1.0,0.9989544433172308,1.0
110000592500,-86.2,41.07,18049,18,1.0,0.1181507270624712,0.5698482067019206,1.0,0.5068669445934609,1.0,0.6422236929185969,1.0,0.996551724137931,1.0,1.0,1.0,0.0,1.0,0.8311652281115922,1.0,0.032608416806040416,0.0,0.015151515151515152,1.0,0.9826275547488944,1.0
110000610848,-73.04,41.54,9009,9,0.5,0.5072706247078216,0.4170890758144504,1.0,0.5660519710178875,0.0,0.3379219060225016,1.0,0.9896551724137931,1.0,1.0,1.0,0.0,1.0,0.8390030490046808,1.0,0.0,0.0,0.015151515151515152,1.0,1.0,1.0
110003266670,-90.12,29.92,22071,22,1.0,0.03917033683537119,0.618770035893361,0.0,0.3657857464275309,1.0,0.81475843812045,0.9655172413793104,0.9758620689655172,1.0,0.0,1.0,0.0,1.0,0.8526142399258579,1.0,0.0,0.0,0.0,1.0,0.9992949403107129,1.0
110003473633,-73.14,42.47,25003,25,0.0,0.47774524518367295,0.7118256295037948,0.0,0.5468443996882528,1.0,0.1474520185307744,1.0,0.993103448275862,1.0,1.0,1.0,0.0,1.0,0.7871819490353761,1.0,0.0029665400252024067,0.0,0.015151515151515152,1.0,0.9915494939024954,1.0
110003507009,-76.58,39.27,24510,24,1.0,0.2022980587062957,0.6604515439625174,0.0,0.6092417602762022,1.0,0.8031767041694242,1.0,0.9758620689655172,1.0,1.0,1.0,0.0,1.0,0.819938119765219,1.0,0.0,0.0,0.015151515151515152,1.0,1.0,0.0
110003509409,-76.37,39.36,24005,24,1.0,0.2022980587062957,0.6604515439625174,0.0,0.6146472903451801,1.0,0.8031767041694242,1.0,0.9862068965517241,1.0,1.0,1.0,0.0,0.0,0.8353961090425772,1.0,0.0007201517369303117,0.0,0.015151515151515152,1.0,0.9975957848952289,1.0
110003556465,-69.01,44.43,23027,23,0.0,0.3935487045739737,0.5106721100364413,0.0,0.7675021305507094,0.0,0.8522832561217737,1.0,0.996551724137931,1.0,1.0,1.0,0.0,1.0,0.7175868835880836,1.0,0.02421562306421655,0.0,0.0,1.0,0.9823298522072502,1.0
110003561529,-84.04,41.9,26091,26,1.0,0.17892379991634516,0.43165191659588453,0.0,0.5799050403820812,0.0,0.6402382528127069,0.9310344827586207,0.996551724137931,1.0,1.0,1.0,0.0,1.0,0.8266138302118897,1.0,0.024493279723818453,0.0,0.0,1.0,0.9860483633606429,1.0
110003569442,-86.46,42.12,26021,26,1.0,0.17892379991634516,0.43165191659588453,0.0,0.410139690450083,0.0,0.6402382528127069,1.0,0.9896551724137931,1.0,0.0,1.0,1.0,0.0,0.8768566246655772,1.0,0.026389489107867457,0.0,0.0,1.0,0.9980573466783169,1.0
110003578502,-85.63,41.95,26149,26,1.0,0.17892379991634516,0.43165191659588453,0.0,0.46520703352792814,0.0,0.6402382528127069,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8270144475961436,1.0,0.013259868029460472,0.0,0.0,1.0,0.990502953998326,1.0
110003598651,-84.55,42.75,26065,26,1.0,0.17892379991634516,0.43165191659588453,0.0,0.6367761476726297,0.0,0.6402382528127069,1.0,0.9862068965517241,1.0,1.0,1.0,0.0,1.0,0.8115572463164122,1.0,0.0,0.0,0.0,1.0,0.9992027038116252,1.0
110003601442,-85.83,42.53,26005,26,1.0,0.17892379991634516,0.43165191659588453,0.0,0.6580593129496348,0.0,0.6402382528127069,1.0,0.993103448275862,1.0,1.0,1.0,0.0,1.0,0.8511947264203187,1.0,0.016462187744140027,0.0,0.0,1.0,0.9939317855166807,1.0
110003617042,-83.11,42.46,26125,26,1.0,0.17892379991634516,0.43165191659588453,0.0,0.5025764721373299,0.0,0.6402382528127069,0.9655172413793104,0.9862068965517241,1.0,1.0,1.0,0.0,1.0,0.8560978702129519,1.0,0.0004318636599378769,0.0,0.0,1.0,1.0,1.0
110003628995,-83.29,42.38,26163,26,1.0,0.17892379991634516,0.43165191659588453,0.0,0.4986776909643502,0.0,0.6402382528127069,1.0,0.9862068965517241,1.0,0.0,1.0,0.0,1.0,0.8549151534194841,1.0,0.0005599689810462016,0.0,0.0,1.0,1.0,1.0
110003641854,-84.77,43.82,26035,26,1.0,0.17892379991634516,0.43165191659588453,0.0,0.52594392134136,0.0,0.6402382528127069,0.9310344827586207,0.996551724137931,1.0,1.0,1.0,0.0,1.0,0.7869298151376815,1.0,0.011562126766684633,0.0,0.0,1.0,0.999815363479216,1.0
110003661494,-85.3,42.64,26015,26,1.0,0.17892379991634516,0.43165191659588453,0.0,0.6119886354048627,0.0,0.6402382528127069,0.9310344827586207,0.993103448275862,1.0,1.0,1.0,0.0,1.0,0.8424870280557603,1.0,0.016973194853809652,0.0,0.0,1.0,0.9883054634484466,1.0
110003664703,-83.19,42.21,26163,26,1.0,0.17892379991634516,0.43165191659588453,0.0,0.3955553473458736,0.0,0.6402382528127069,1.0,0.9758620689655172,1.0,0.0,1.0,0.0,1.0,0.8593471018296073,1.0,0.0,0.0,0.0,1.0,0.999552405843943,1.0
110003676282,-83.94,43.43,26145,26,1.0,0.17892379991634516,0.43165191659588453,0.0,0.45434569770932,0.0,0.6402382528127069,1.0,0.993103448275862,1.0,0.0,1.0,0.0,1.0,0.7900569662611623,1.0,0.0,0.0,0.0,1.0,1.0,1.0
110003679546,-83.44,43.45,26157,26,1.0,0.17892379991634516,0.43165191659588453,0.0,0.4661907371051377,0.0,0.6402382528127069,1.0,0.993103448275862,1.0,1.0,1.0,0.0,1.0,0.7939031338319171,1.0,0.019317217574443737,0.0,0.0,1.0,0.9836220054212514,1.0
110003699702,-83.1,42.41,26163,26,1.0,0.17892379991634516,0.43165191659588453,0.0,0.48070875923917633,0.0,0.6402382528127069,0.9655172413793104,0.9896551724137931,1.0,1.0,1.0,0.0,1.0,0.8568861174600071,1.0,0.002299764236559527,0.0,0.0,1.0,1.0,1.0
110003702627,-85.82,44.91,26089,26,1.0,0.17892379991634516,0.43165191659588453,0.0,0.8687695529953547,0.0,0.6402382528127069,1.0,0.996551724137931,1.0,1.0,1.0,0.0,1.0,0.8093785201691372,1.0,0.0950206044694675,0.0,0.0,1.0,0.9682518229972308,1.0
110003703831,-86.46,42.11,26021,26,1.0,0.17892379991634516,0.43165191659588453,0.0,0.4075709135617037,0.0,0.6402382528127069,1.0,0.9896551724137931,1.0,0.0,1.0,0.0,1.0,0.874379344607388,1.0,0.025810299483446052,0.0,0.0,1.0,0.9981859629220021,1.0
110003716104,-84.12,43.2,26145,26,1.0,0.17892379991634516,0.43165191659588453,0.0,0.4670516304940966,0.0,0.6402382528127069,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.7886154456224715,1.0,0.012695189218729488,0.0,0.0,1.0,0.9882064656663837,1.0
110004146843,-74.28,40.5,34023,34,0.0,0.2300765199419348,0.5428254377072087,0.0,0.4095518388943159,0.0,0.15863666446062208,1.0,0.9758620689655172,1.0,1.0,1.0,0.0,0.0,0.8239026557285355,1.0,0.0,0.0,0.0,1.0,0.9996276071640274,1.0
110005400869,-117.38,47.66,53063,53,1.0,0.049873286912875514,0.41810970764720384,1.0,0.5628124439212087,1.0,0.3475843812045003,1.0,0.9724137931034482,1.0,1.0,1.0,0.0,1.0,0.7890396994523672,1.0,0.0,0.0,0.015151515151515152,1.0,1.0,1.0
110005424745,-88.55,42.67,55127,55,1.0,0.14388701621435518,0.5657519796147628,0.0,0.7235737331130533,1.0,0.5213765718067505,1.0,0.9862068965517241,1.0,1.0,1.0,0.0,1.0,0.8351741996647571,1.0,0.018936731210914298,0.0,0.030303030303030304,1.0,0.9999827907054392,1.0
110005426690,-88.94,44.32,55135,55,1.0,0.14388701621435518,0.5657519796147628,0.0,0.8736542640266872,1.0,0.5213765718067505,1.0,0.9896551724137931,1.0,1.0,1.0,0.0,0.0,0.8190073805192859,1.0,0.02087727879511666,0.0,0.0,1.0,0.9972563608153877,1.0
110005430373,-87.95,43.32,55089,55,1.0,0.14388701621435518,0.5657519796147628,0.0,0.5116493524058238,1.0,0.5213765718067505,1.0,0.9896551724137931,1.0,1.0,1.0,0.0,1.0,0.7924834959928408,1.0,0.009672428912096307,0.0,0.0,1.0,0.9993034034488092,1.0
110005431513,-87.98,43.01,55079,55,1.0,0.14388701621435518,0.5657519796147628,0.0,0.5085017977366618,1.0,0.5213765718067505,1.0,0.9758620689655172,1.0,1.0,1.0,0.0,1.0,0.7937147232874224,1.0,0.0,0.0,0.0,1.0,0.9996742900819675,1.0
110005435877,-87.93,43.02,55079,55,1.0,0.14388701621435518,0.5657519796147628,0.0,0.505281571336662,1.0,0.5213765718067505,1.0,0.9172413793103449,1.0,0.0,1.0,0.0,1.0,0.7930832746783241,1.0,0.0,0.0,0.0,1.0,1.0,1.0
110005931572,-90.52,41.5,17161,17,0.0,0.12814014713480865,0.24484889168972787,0.0,0.6065253368383339,0.0,0.0,1.0,0.9793103448275862,1.0,1.0,1.0,0.0,1.0,0.8745724273448919,1.0,0.0,0.0,0.0,1.0,1.0,1.0
110005983445,-86.24,39.79,18097,18,1.0,0.1181507270624712,0.5698482067019206,1.0,0.5513640584151936,1.0,0.6422236929185969,1.0,0.9758620689655172,1.0,1.0,1.0,0.0,1.0,0.8213534541182698,1.0,0.001553231007697028,0.0,0.015151515151515152,1.0,0.9992297416388235,1.0
110006041407,-85.94,42.38,26159,26,1.0,0.17892379991634516,0.43165191659588453,0.0,0.6300496776809501,0.0,0.6402382528127069,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8445561332721204,1.0,0.015126245732595764,0.0,0.0,1.0,0.9911954635439986,1.0
110006042594,-85.51,43.85,26133,26,1.0,0.17892379991634516,0.43165191659588453,0.0,0.3737359902547649,0.0,0.6402382528127069,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.7992997105266444,1.0,0.03488212332881751,0.0,0.0,1.0,0.999541632380551,1.0
110006066372,-89.53,32.73,28079,28,1.0,0.09868858105946748,0.39734772721045564,0.0,0.35432191376367006,1.0,0.9479814692256785,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.8393438329396474,1.0,0.02728780872467629,0.0,0.0,1.0,0.9827809919643707,1.0
110006180827,-79.97,32.89,45019,45,1.0,0.09056910169032817,0.39162807902019336,0.0,0.6317980797066345,1.0,0.8974851091992058,1.0,0.9724137931034482,1.0,1.0,0.0,0.0,0.0,0.8850107182755311,1.0,0.0,0.0,0.0,1.0,1.0,1.0
110007849356,-85.51,36.16,47141,47,1.0,0.0904460792756428,0.6605200427432392,0.0,0.4595913598692585,1.0,0.8900066181336863,1.0,0.9896551724137931,1.0,1.0,1.0,0.0,1.0,0.8612957027214784,1.0,0.0,0.0,0.015151515151515152,1.0,0.999225999312424,1.0
110008205833,-72.12,43.98,50017,50,0.5,0.3025859311566556,0.5064046359974792,0.0,0.8442920982877653,1.0,0.7620119126406353,1.0,0.993103448275862,1.0,1.0,1.0,0.0,1.0,0.7522291506766774,1.0,0.05383107118798746,0.0,0.0,1.0,1.0,1.0
110008216821,-122.61,45.63,53011,53,1.0,0.049873286912875514,0.41810970764720384,1.0,0.6461158936604693,1.0,0.3475843812045003,0.9655172413793104,0.9793103448275862,1.0,1.0,0.0,0.0,1.0,0.77093926181686,1.0,0.0002667989319174713,0.0,0.015151515151515152,1.0,0.9998546240741918,1.0
110008234847,-89.84,44.94,55073,55,1.0,0.14388701621435518,0.5657519796147628,0.0,0.8698942504963288,1.0,0.5213765718067505,1.0,0.996551724137931,1.0,1.0,1.0,0.0,1.0,0.8148064740780118,1.0,0.006619463372492636,0.0,0.0,1.0,0.9962214307522087,1.0
110008243490,-87.62,45.07,55075,55,1.0,0.14388701621435518,0.5657519796147628,0.0,0.8737255061267308,1.0,0.5213765718067505,0.9655172413793104,0.996551724137931,1.0,1.0,1.0,0.0,0.0,0.8124974417512988,1.0,0.03793887706155406,0.0,0.0,1.0,0.9971362707839143,0.0
110008247600,-88.45,43.78,55039,55,1.0,0.14388701621435518,0.5657519796147628,0.0,0.8746010044976371,1.0,0.5213765718067505,1.0,0.9862068965517241,1.0,0.0,1.0,0.0,1.0,0.8300186661257722,1.0,0.0,0.0,0.030303030303030304,1.0,0.9993250326803399,1.0
110000308961,-71.88,42.37,25027,25,0.0,0.47774524518367295,0.7118256295037948,0.0,0.6807804322300322,1.0,0.1474520185307744,1.0,0.996551724137931,1.0,1.0,1.0,0.0,1.0,0.7940776858639661,1.0,0.004275671120736898,0.0,0.045454545454545456,1.0,0.998008994969937,1.0
110008591274,-82.09,41.45,39093,39,1.0,0.09772900622493269,0.7427733786338602,1.0,0.46059352917259255,0.0,0.5002647253474521,1.0,0.9896551724137931,1.0,1.0,1.0,0.0,1.0,0.7925450485941868,1.0,0.0014212050435954077,0.0,0.0,1.0,0.9997800512578939,1.0
110009262573,-71.34,42.05,25021,25,0.0,0.47774524518367295,0.7118256295037948,0.0,0.5730578668444795,1.0,0.1474520185307744,1.0,0.9896551724137931,1.0,1.0,1.0,0.0,1.0,0.8009972796606106,1.0,0.0013023217856596558,0.0,0.045454545454545456,1.0,1.0,1.0
110009264562,-88.06,30.7,1097,1,1.0,0.1124178825381979,0.17789133353426306,0.0,0.3964830678607093,1.0,0.9215751158173395,1.0,0.9827586206896551,1.0,1.0,1.0,0.0,0.0,0.8200796187242892,1.0,0.0,0.0,0.0,1.0,1.0,1.0
110009274178,-82.8,27.95,12103,12,1.0,0.17301872401151486,0.5734032934213771,0.0,0.4309197847557392,1.0,0.9101919258769027,1.0,0.9862068965517241,1.0,1.0,1.0,0.0,1.0,0.8606905627070707,1.0,0.0,0.0,0.0,1.0,0.9978464943211315,0.0
