registryid,x,y,county_fips,state_fips,state_nuclear_restrictions,state_electricity_price,state_net_electricity_imports,state_nuclear_inclusive_policy,pop_weight_svi,traditionally_regulated_state_energy_market,state_construction_labor_5yr_mean_annual_wage,count_protected_lands,count_hazardous_facilities_within_5mi,fault_line_hazard,landslide_hazard,max_pga_lt_0o3g,hundred_year_flood_zone,open_water_or_wetland,pop_weight_sentiment,slope_lt_12pct,population_center_dist,ret_facility_dist,count_nuclear_rd_within_100mi,substation_dist,road_dist,streamflow_50kgpm_within_20mi
110000339982,-76.56465,39.27712,24510,24,0,14.3053846153846,25934,0,0.402230894957042,1,34766,0.0,8.0,1,0,1,0,1,0.415854539620408,1,3.204225645054625,2.951268246999375,1,1.3810653293795938,0.7781969653401375,1
110000344832,-81.45892,39.40018,54107,54,0,10.26,-28050,0,0.428866209430042,1,35606,1.0,6.0,1,0,1,0,1,0.382544490380485,1,13.695002739825249,76.82957569661063,0,1.6429557989683499,1.4919869097920186,1
110000346028,-80.25551,35.82021,37057,37,0,10.6269230769231,14875,1,0.658312001057838,1,30384,0.0,2.0,1,0,1,0,1,0.433715808407151,1,13.227060109800439,52.97458528527206,0,1.2664712708743124,1.2353866831733937,1
110000376450,-91.424793,31.514975,28001,28,0,11.0661538461538,-12476,0,0.921024695443519,1,30390,0.0,3.0,1,0,1,0,1,0.42099169382003,1,73.00730391036062,70.61260904325626,0,0.9121890948342001,65.7470244366525,1
110000382808,-82.84711,39.99098,39049,39,0,11.0361538461538,37952,1,0.40574648898171,0,43920,0.0,6.0,1,1,1,0,1,0.409963821577105,1,4.052056297265106,69.46883115097374,1,1.1219473306278813,0.6567889498983813,1
110000397286,-86.24097,39.78103,18097,18,0,11.6746153846154,12707,1,0.465241258178437,1,39630,0.0,7.0,1,1,1,0,1,0.415417384277542,1,6.593397082079813,51.842673587508564,1,0.07529846888627499,2.0349854926127313,1
110000581120,-73.125391,42.616526,25003,25,2,22.9169230769231,33434,0,0.377943211180273,1,54582,1.0,1.0,1,1,1,0,1,0.391624851817998,1,18.181064436740876,45.52981577266412,1,3.8500935154482248,27.263290848951065,1
110000603017,-70.454515,43.492266,23031,23,2,20.2846153846154,4068,0,0.12092988123188,0,33282,0.0,2.0,1,0,1,0,0,0.385711655256003,1,19.52869808645119,96.16490339504188,0,0.5352279447090068,2.245176723875444,1
110001522683,-70.86161,43.25765,33017,33,0,23.2892307692308,-6623,0,0.129641941982272,0,38740,0.0,2.0,1,1,1,0,1,0.425245204127486,1,6.570188297319625,68.04008288863437,2,4.220085954257356,4.178468507086806,1
110001532798,-74.103525,40.677017,34017,34,2,15.1738461538462,8762,0,0.606178867072968,0,54244,0.0,9.0,1,1,1,0,1,0.412709592483904,1,1.5780648961563,4.3284540847735755,1,1.0298756700043687,0.9469684242986187,1
110001539773,-74.769791,40.232497,34021,34,2,15.1738461538462,8762,0,0.47657258211561,0,54244,1.0,5.0,1,1,1,0,1,0.41491246029031,1,0.8950815168616189,36.83084422051006,0,2.9085206313849126,0.92063371268685,1
110001567073,-79.31965,42.48631,36013,36,0,18.27,23833,1,0.517231513473812,1,52148,0.0,2.0,1,1,1,0,1,0.41542449945668,1,37.02374889944081,1.9391603437489187,0,0.26067390899237874,2.362305644902825,1
110001578347,-79.041624,43.120438,36063,36,0,18.27,23833,1,0.388204389041912,1,52148,0.0,2.0,1,0,1,0,1,0.413263884300776,1,2.5524835509014436,26.394300997853126,0,0.25072215791034436,1.7988596425048187,0
110001578720,-75.255923,43.10995,36065,36,0,18.27,23833,1,0.574237701769441,1,52148,0.0,4.0,1,1,1,0,1,0.402445215367492,1,2.4595159713041936,94.56623628043376,0,0.57288707374716,1.3029999623599438,1
110001619071,-84.53834,39.40232,39017,39,0,11.0361538461538,37952,1,0.414401048583015,0,43920,1.0,4.0,1,1,1,0,1,0.424069692653693,1,1.6215782070862688,1.298716792437275,0,1.1984802081619064,9.249596650849375,1
110001623841,-83.18687,41.12725,39147,39,0,11.0361538461538,37952,1,0.298794921964907,0,43920,0.0,2.0,1,1,1,0,1,0.421859102934935,1,32.275244589115374,71.78621524685813,0,0.8800791069609937,22.256796890144187,0
110001866785,-96.66395,32.90912,48113,48,0,10.0507692307692,6948,0,0.565071954706773,0,32638,0.0,6.0,1,1,1,0,1,0.434424694233027,1,2.2379323594133314,8.8334247876025,0,0.28182348380995753,3.0211528124172435,1
110001887913,-79.98124,37.27286,51770,51,0,11.0207692307692,30984,0,0.344662640356494,0,31710,0.0,6.0,1,0,1,0,1,0.425804882228481,1,1.6821583588192623,116.75382036052062,0,1.2421773404990188,2.420385858339575,1
110001894059,-81.27958,37.25059,51185,51,0,11.0207692307692,30984,0,0.664285705523483,0,31710,0.0,1.0,1,1,1,0,1,0.397770245762486,1,59.298083351454,144.60443956006438,0,2.683530459255438,11.0495187407005,0
110001895085,-80.7821,37.04433,51155,51,0,11.0207692307692,30984,0,0.418059818977134,0,31710,0.0,1.0,1,0,1,0,1,0.412069287789421,1,29.50349238452444,125.59526223490937,0,2.4123294929176753,3.8290630045795875,1
110002013990,-71.84593,42.56455,25027,25,2,22.9169230769231,33434,0,0.277018110560122,1,54582,0.0,2.0,1,1,1,0,0,0.406636040428309,0,3.287853642181919,5.0214277663370686,2,0.2699543497801831,1.3860303811051937,1
110002017969,-71.336105,42.004119,25021,25,2,22.9169230769231,33434,0,0.442593155542603,1,54582,0.0,5.0,1,1,1,0,1,0.405788478041164,1,7.4101035770506245,14.214922606296625,3,0.5570736470224724,3.1456323425899,1
110002128046,-93.26126,37.20997,29077,29,0,10.7838461538462,5253,0,0.427373449776831,1,47082,0.0,7.0,1,1,1,0,1,0.393410770522181,1,2.5380182143129626,8.848786878703125,0,0.8313376534679625,2.4470320233350877,1
110002129367,-93.774645,32.481819,22017,22,0,9.20538461538461,19849,0,0.765279086945138,1,34416,1.0,7.0,1,1,1,0,1,0.416623888408298,1,2.961252747016269,3.137820033558681,0,0.660450779183025,0.0854286672978625,1
110002142324,-118.39109,34.24995,6037,6,1,24.2230769230769,75504,1,0.760790899124351,0,48022,0.0,5.0,1,1,0,0,1,0.413964175186627,1,7.025357848748813,20.749960819698313,1,0.5620613085328718,1.6840009744900062,0
110002148854,-122.82505,45.85433,41009,41,2,10.1146153846154,-8535,0,0.377675347645169,0,41288,0.0,4.0,1,1,0,0,1,0.393711272683822,1,24.367924877968626,50.610736911537686,1,0.73070543783505,7.27415349365575,1
110002150234,-122.311283,47.546573,53033,53,0,9.54,-9445,1,0.307531236658954,1,48534,0.0,8.0,1,1,0,0,1,0.396260368078769,1,4.669799921796388,11.086974695731062,0,1.5144764162375062,0.10730238613725687,1
110002178688,-82.793055,34.720833,45077,45,0,10.8123076923077,-13311,0,0.604444229830483,1,31916,0.0,3.0,1,0,1,0,1,0.474046903717406,1,19.67239895045394,26.85670183802831,0,0.47559228368128564,2.446317079698094,1
110002193411,-82.01402,34.50049,45059,45,0,10.8123076923077,-13311,0,0.71041194474904,1,31916,0.0,1.0,1,0,1,0,1,0.458397590944822,1,31.36010719121075,30.52373486347556,1,0.31140363062930126,4.473220960380288,1
110002198595,-82.39215,34.45151,45007,45,0,10.8123076923077,-13311,0,0.670628408690244,1,31916,0.0,2.0,1,0,1,0,1,0.462860165375674,1,18.7348947647835,13.070263962248875,0,1.5482784286226623,20.744395771287312,1
110002207264,-88.52883,30.36849,28059,28,0,11.0661538461538,-12476,0,0.688259845897497,1,30390,0.0,8.0,1,1,1,0,1,0.427244524711242,1,25.468874741775878,13.340226801528125,0,0.4731847891777006,5.789500378045587,1
110002226001,-88.3835,33.48211,28087,28,0,11.0661538461538,-12476,0,0.750986222984032,1,30390,0.0,3.0,1,1,1,0,1,0.409841048203062,1,31.097802596875063,83.68936563765375,0,1.513505027896175,2.744854543714506,1
110002233529,-80.691714,32.931396,45029,45,0,10.8123076923077,-13311,0,0.497062475504276,1,31916,0.0,1.0,1,1,0,0,1,0.444018169897133,1,36.073933273689,53.47699129057706,1,1.7021393812706438,0.14409657434117437,1
110002243509,-81.0461,33.99631,45079,45,0,10.8123076923077,-13311,0,0.580482925435933,1,31916,1.0,4.0,1,1,1,0,1,0.449270118318695,1,0.33961191220581877,29.989138585685122,1,0.24843118907481937,1.1391569522313376,1
110002333706,-111.97588,41.23061,49057,49,0,8.99692307692308,-5551,0,0.250303568025076,1,34086,0.0,5.0,1,0,0,0,1,0.424501010055568,1,0.6102138297364281,42.71675384432694,1,0.6088492056706268,2.2317503536020187,1
110002341449,-84.54389,39.09491,21117,21,0,10.1892307692308,8059,0,0.359624196289572,1,36214,0.0,6.0,1,0,1,0,0,0.421787761324101,1,2.5403528217456,18.140291947110065,0,0.76307015342625,1.34329130014355,1
110002358163,-77.793554,35.941596,37065,37,0,10.6269230769231,14875,1,0.815732708700202,1,30384,0.0,4.0,1,1,1,0,1,0.42449019666238,1,2.3268201344404438,8.693213295366938,2,0.8042273702089875,1.50779646291525,1
110002384900,-89.09938,42.25953,17201,17,2,11.9869230769231,-34739,0,0.478793024270278,0,59038,1.0,5.0,1,1,1,0,1,0.443148027582561,1,2.6508939175732253,30.92086157867081,2,0.6372534857071437,3.1986044904901316,1
110002388381,-88.12845,42.1617,17097,17,2,11.9869230769231,-34739,0,0.485154897429446,0,59038,0.0,4.0,1,1,1,0,1,0.432780252762922,1,7.220009450209938,30.24754219690125,1,1.0773264467105375,7.997325400329625,1
110002394579,-80.324207,27.450654,12111,12,0,13.39,13226,0,0.590240185664988,1,31532,1.0,2.0,1,1,1,0,1,0.505754030420432,1,0.25738707855126186,34.78382021132944,0,0.1012300556458625,4.643611095623156,1
110003063559,-89.60578,42.299659,17177,17,2,11.9869230769231,-34739,0,0.548477789327137,0,59038,1.0,1.0,1,1,1,0,1,0.44437753441626,1,38.02129906220481,48.390773618335686,1,0.9435670514326501,2.0089763416117563,1
110003072193,-85.95745,41.67271,18039,18,0,11.6746153846154,12707,1,0.623553354704671,1,39630,26.0,130.0,1,1,1,0,1,0.421677828347747,1,0.9508862686140563,64.93567242647124,0,0.5702894267073687,2.239904278600831,1
110003123600,-86.12452,39.82915,18097,18,0,11.6746153846154,12707,1,0.468601976963406,1,39630,0.0,7.0,1,1,1,0,1,0.415388384895725,1,4.952315213305512,57.46822193172687,1,1.6148593000990437,2.8780033525944937,1
110003209000,-94.88686,38.53453,20121,20,0,11.1884615384615,-7317,0,0.111289996197686,1,35474,0.0,1.0,1,1,1,0,1,0.431374180042935,1,31.548719552575562,28.270131734901625,0,1.0938066228766374,0.14571233855680688,0
110000436813,-89.035837,42.492722,17201,17,2,11.9869230769231,-34739,0,0.439535430777912,0,59038,1.0,4.0,1,1,1,1,1,0.433064545420813,1,1.8743286860855874,8.56116487387225,1,0.7068372432412312,2.868690552718419,1
110000592500,-86.19705,41.07214,18049,18,0,11.6746153846154,12707,1,0.507594504079535,1,39630,0.0,1.0,1,1,1,0,1,0.420399221146622,1,53.04878608173306,59.20071998221612,1,1.203666290928075,32.04922464115143,1
110000610848,-73.037395,41.541819,9009,9,1,23.84,-9594,1,0.450354974970526,0,48826,0.0,3.0,1,1,1,0,1,0.424363551808562,1,1.5290584142614687,31.67708922653194,1,0.3574009632595787,0.4907584846927944,1
110003266670,-90.11734,29.92122,22071,22,0,9.20538461538461,19849,0,0.644038159460244,1,34416,1.0,7.0,1,0,1,0,1,0.431248024195769,1,2.9957828937133315,2.875992123128469,0,1.3099343375436063,2.260130992596019,1
