"registryid","x","y","county_fips","state_fips","state_nuclear_restrictions","state_electricity_price","state_net_electricity_imports","state_nuclear_inclusive_policy","traditionally_regulated_state_energy_market","state_construction_labor_5yr_mean_annual_wage","count_protected_lands","count_hazardous_facilities_within_5mi","fault_line_hazard","landslide_hazard","max_pga_lt_0o3g","hundred_year_flood_zone","slope_lt_12pct","open_water_or_wetland","streamflow_50kgpm_within_20mi","count_nuclear_rd_within_100mi"
"110046369899","-97.547847","35.473281","40109","40",NULL,"9.41307692307692",-15919,False,True,31740,1,9,True,True,True,NULL,True,True,True,0
"110046369906","-72.79607","41.540801","09009","09","{4}","23.84",-9594,True,False,48826,NULL,3,True,True,True,NULL,True,True,True,2
"110046369942","-70.943903","42.980133","33015","33",NULL,"23.2892307692308",-6623,False,False,38740,NULL,2,True,False,True,True,True,True,True,2
"110046369960","-92.43232","35.08994","05045","05",NULL,"9.72846153846154",-12325,False,True,28818,1,2,True,False,True,NULL,True,True,True,0
"110046370002","-92.45484","35.11017","05045","05",NULL,"9.72846153846154",-12325,False,True,28818,NULL,2,True,False,True,NULL,True,True,True,0
"110046370020","-95.264","32.94325","48499","48",NULL,"10.0507692307692",6948,False,False,32638,NULL,NULL,True,True,True,NULL,True,True,True,0
"110046370048","-95.28754","32.95661","48499","48",NULL,"10.0507692307692",6948,False,False,32638,NULL,NULL,True,True,True,NULL,True,True,True,0
"110046370084","-90.24093","38.6644","29510","29",NULL,"10.7838461538462",5253,False,True,47082,1,9,True,False,True,NULL,True,True,True,0
"110046370093","-92.30422","38.902789","29019","29",NULL,"10.7838461538462",5253,False,True,47082,NULL,6,True,False,True,NULL,True,True,True,2
"110046370119","-83.43657","45.07347","26007","26",NULL,"13.5746153846154",-7468,False,False,39690,1,3,True,True,True,NULL,True,True,True,0
"110046370137","-83.44328","45.07056","26007","26",NULL,"13.5746153846154",-7468,False,False,39690,1,3,True,True,True,NULL,True,True,True,0
"110046370155","-77.624945","43.160542","36055","36",NULL,"18.27",23833,True,True,52148,NULL,12,True,False,True,NULL,True,True,True,0
"110046370164","-83.377795","41.916297","26115","26",NULL,"13.5746153846154",-7468,False,False,39690,NULL,2,True,False,True,NULL,True,True,True,0
"110046370173","-76.30247","40.03246","42071","42",NULL,"12.5638461538462",-70484,False,False,41540,1,6,True,True,True,NULL,True,True,True,0
"110046370182","-76.29577","39.92378","42071","42",NULL,"12.5638461538462",-70484,False,False,41540,NULL,1,True,True,True,NULL,True,True,True,1
"110046370191","-76.30489","40.03373","42071","42",NULL,"12.5638461538462",-70484,False,False,41540,2,6,True,True,True,NULL,True,True,True,0
"110046370208","-76.491191","40.034665","42071","42",NULL,"12.5638461538462",-70484,False,False,41540,1,4,True,True,True,NULL,True,True,True,1
"110046370226","-93.923134","36.92017","29009","29",NULL,"10.7838461538462",5253,False,True,47082,NULL,2,True,True,True,True,True,True,NULL,0
"110046370253","-89.970706","36.564494","29069","29",NULL,"10.7838461538462",5253,False,True,47082,NULL,1,True,True,False,NULL,True,True,True,0
"110046370306","-93.099286","36.686577","29213","29",NULL,"10.7838461538462",5253,False,True,47082,NULL,1,True,True,True,True,True,True,True,0
"110046370379","-72.94115","42.72126","25011","25","{2,7}","22.9169230769231",33434,False,True,54582,NULL,NULL,True,False,True,NULL,False,True,True,1
"110046370388","-105.05093","39.73401","08031","08",NULL,"11.7853846153846",3420,True,True,36626,2,4,True,False,True,NULL,True,True,True,0
"110046370413","-78.834592","42.85988","36029","36",NULL,"18.27",23833,True,True,52148,NULL,7,True,False,True,NULL,True,True,True,0
"110046370431","-76.8263","43.20424","36117","36",NULL,"18.27",23833,True,True,52148,NULL,NULL,True,False,True,NULL,True,False,True,0
"110046370440","-82.57704","27.51985","12081","12",NULL,"13.39",13226,False,True,31532,NULL,4,True,True,True,NULL,True,True,True,0
"110046370468","-83.117512","29.630081","12029","12",NULL,"13.39",13226,False,True,31532,NULL,1,True,True,True,NULL,True,True,True,1
"110046370477","-117.23916","33.19678","06073","06","{4}","24.2230769230769",75504,True,False,48022,NULL,5,True,True,False,True,True,True,NULL,1
"110046370495","-117.239093","33.196725","06073","06","{4}","24.2230769230769",75504,True,False,48022,NULL,5,True,True,False,NULL,True,True,NULL,1
"110006192119","-81.66736","41.44719","39035","39",NULL,"11.0361538461538",37952,True,False,43920,NULL,6,True,False,True,NULL,True,True,True,0
"110014397875","-81.829455","35.31657","37161","37",NULL,"10.6269230769231",14875,True,True,30384,NULL,1,True,False,True,NULL,True,True,True,0
"110046370501","-117.238836","33.196491","06073","06","{4}","24.2230769230769",75504,True,False,48022,NULL,5,True,True,False,True,True,True,NULL,1
"110046370538","-117.238138","33.195815","06073","06","{4}","24.2230769230769",75504,True,False,48022,NULL,5,True,True,False,True,True,True,NULL,1
"110046370556","-84.412886","33.723572","13121","13",NULL,"11.2553846153846",23537,False,True,33230,NULL,8,True,True,True,NULL,True,True,True,0
"110046370565","-81.81362","27.54722","12049","12",NULL,"13.39",13226,False,True,31532,NULL,3,True,True,True,NULL,True,True,True,0
"110046370583","-85.84156","41.46192","18039","18",NULL,"11.6746153846154",12707,True,True,39630,NULL,2,True,True,True,NULL,True,True,True,0
"110046370592","-76.085227","40.101764","42071","42",NULL,"12.5638461538462",-70484,False,False,41540,NULL,1,True,True,True,NULL,True,True,True,0
"110046370618","-75.54029","39.74041","10003","10",NULL,"12.8938461538462",7552,False,False,36184,1,8,True,False,True,NULL,True,False,True,0
"110046370645","-75.75816","39.6856","10003","10",NULL,"12.8938461538462",7552,False,False,36184,1,4,True,False,True,NULL,True,False,True,0
"110046370654","-75.53657","39.74666","10003","10",NULL,"12.8938461538462",7552,False,False,36184,2,16,True,False,True,NULL,True,True,True,0
"110046370654","-75.53657","39.74666","10003","10",NULL,"12.8938461538462",7552,False,False,36184,2,16,True,False,True,NULL,True,True,True,0
"110046370716","-117.23983","33.19746","06073","06","{4}","24.2230769230769",75504,True,False,48022,NULL,5,True,True,False,True,True,True,NULL,1
"110046370725","-117.23966","33.19728","06073","06","{4}","24.2230769230769",75504,True,False,48022,NULL,5,True,True,False,True,True,True,NULL,1
"110046370734","-117.23956","33.19717","06073","06","{4}","24.2230769230769",75504,True,False,48022,NULL,5,True,True,False,True,True,True,NULL,1
"110046370743","-117.239598","33.19721","06073","06","{4}","24.2230769230769",75504,True,False,48022,NULL,5,True,True,False,True,True,True,NULL,1
"110046370752","-117.239358","33.196968","06073","06","{4}","24.2230769230769",75504,True,False,48022,NULL,10,True,True,False,True,True,True,NULL,2
"110046370752","-117.239358","33.196968","06073","06","{4}","24.2230769230769",75504,True,False,48022,NULL,10,True,True,False,True,True,True,NULL,2
"110046370761","-117.23728","33.19665","06073","06","{4}","24.2230769230769",75504,True,False,48022,NULL,5,True,True,False,NULL,False,True,NULL,1
"110046370770","-117.24505","33.20494","06073","06","{4}","24.2230769230769",75504,True,False,48022,1,5,True,True,False,NULL,True,True,NULL,1
"110046370805","-95.84397","41.26321","19155","19",NULL,"9.31923076923077",-5401,False,True,37572,NULL,9,True,True,True,NULL,True,True,True,0
"110046370823","-76.58816","42.93488","36011","36",NULL,"18.27",23833,True,True,52148,NULL,2,True,True,True,True,True,True,True,0
"110046370841","-85.328266","35.05474","47065","47",NULL,"10.8084615384615",25944,False,True,32142,NULL,7,True,False,True,NULL,True,True,True,0
"110046370869","-85.27191","35.04757","47065","47",NULL,"10.8084615384615",25944,False,True,32142,1,9,True,False,True,NULL,True,True,True,0
"110046370887","-86.735997","33.562535","01073","01",NULL,"11.4953846153846",-44514,False,True,31188,NULL,5,True,False,True,True,True,True,NULL,0
"110046370949","-77.04051","35.11404","37049","37",NULL,"10.6269230769231",14875,True,True,30384,NULL,2,True,True,True,NULL,True,False,NULL,0
"110046370967","-77.04263","35.11658","37049","37",NULL,"10.6269230769231",14875,True,True,30384,NULL,2,True,True,True,NULL,True,True,NULL,0
"110046370976","-77.044152","35.118342","37049","37",NULL,"10.6269230769231",14875,True,True,30384,NULL,2,True,True,True,NULL,True,True,NULL,0
"110046370985","-77.04509","35.11945","37049","37",NULL,"10.6269230769231",14875,True,True,30384,NULL,2,True,True,True,NULL,True,False,NULL,0
"110046370994","-77.04332","35.11913","37049","37",NULL,"10.6269230769231",14875,True,True,30384,NULL,2,True,True,True,NULL,True,True,NULL,0
"110046371001","-77.04372","35.11964","37049","37",NULL,"10.6269230769231",14875,True,True,30384,NULL,2,True,True,True,NULL,True,False,NULL,0
"110046371047","-120.454106","36.855458","06019","06","{4}","24.2230769230769",75504,True,False,48022,1,1,True,True,False,True,True,True,True,0
"110046371065","-86.05932","41.69031","18039","18",NULL,"11.6746153846154",12707,True,True,39630,NULL,5,True,True,True,NULL,True,True,True,0
"110046371074","-86.0567","41.69075","18039","18",NULL,"11.6746153846154",12707,True,True,39630,NULL,5,True,True,True,NULL,True,True,True,0
"110046371083","-111.97857","41.23456","49057","49",NULL,"8.99692307692308",-5551,False,True,34086,NULL,5,True,False,False,NULL,True,True,True,1
"110046371145","-120.45565","36.85984","06019","06","{4}","24.2230769230769",75504,True,False,48022,1,1,True,True,False,NULL,True,True,True,0
"110046371154","-120.45887","36.85961","06019","06","{4}","24.2230769230769",75504,True,False,48022,NULL,1,True,True,False,NULL,True,True,True,0
"110046371163","-120.4589","36.85777","06019","06","{4}","24.2230769230769",75504,True,False,48022,NULL,1,True,True,False,NULL,True,True,True,0
"110046371207","-120.4589","36.85777","06019","06","{4}","24.2230769230769",75504,True,False,48022,NULL,1,True,True,False,NULL,True,True,True,0
"110046371252","-120.45679","36.85865","06019","06","{4}","24.2230769230769",75504,True,False,48022,1,1,True,True,False,NULL,True,True,True,0
"110046371261","-120.45629","36.85873","06019","06","{4}","24.2230769230769",75504,True,False,48022,1,1,True,True,False,NULL,True,True,True,0
"110046371270","-120.45791","36.85616","06019","06","{4}","24.2230769230769",75504,True,False,48022,NULL,1,True,True,False,NULL,True,True,True,0
"110046371314","-120.45925","36.86038","06019","06","{4}","24.2230769230769",75504,True,False,48022,NULL,1,True,True,False,NULL,True,True,True,0
"110046371332","-98.356739","48.589419","38019","38",NULL,"7.98076923076923",-18183,False,True,41504,NULL,NULL,True,True,True,NULL,True,False,NULL,0
"110046371350","-117.08719","32.71049","06073","06","{4}","24.2230769230769",75504,True,False,48022,1,7,True,True,False,NULL,True,True,NULL,1
"110046371387","-114.450022","34.470703","06071","06","{4}","24.2230769230769",75504,True,False,48022,1,NULL,True,True,True,NULL,True,True,True,0
"110046371396","-108.687032","36.785554","35045","35",NULL,"9.67615384615385",-8755,True,True,32068,1,NULL,True,False,True,NULL,True,True,True,0
"110046371412","-70.447337","43.845873","23005","23","{4,7}","20.2846153846154",4068,False,False,33282,NULL,1,True,True,True,NULL,True,False,True,0
"110038691886","-106.66873","45.62289","30087","30",NULL,"11.0130769230769",-11520,False,False,38668,2,NULL,True,True,True,NULL,True,False,NULL,0
"110038692457","-75.13974","38.77616","10005","10",NULL,"12.8938461538462",7552,False,False,36184,NULL,2,True,True,True,True,True,True,NULL,0
"110038697997","-96.77394","46.874327","27027","27","{6}","12.1276923076923",12734,False,True,50780,1,6,True,True,True,NULL,True,True,NULL,0
"110038766065","-82.43394","27.97753","12057","12",NULL,"13.39",13226,False,True,31532,NULL,7,True,True,True,NULL,True,True,True,0
"110039533920","-120.548361","44.121144","41013","41","{4,7}","10.1146153846154",-8535,False,False,41288,NULL,NULL,True,True,True,NULL,True,True,True,0
"110039536115","-89.961761","29.946587","22087","22",NULL,"9.20538461538461",19849,False,True,34416,NULL,5,True,False,True,NULL,True,True,True,0
"110039552409","-85.76698","38.25494","21111","21",NULL,"10.1892307692308",8059,False,True,36214,1,7,True,True,True,NULL,True,True,True,0
"110039555013","-93.36202","44.95958","27053","27","{6}","12.1276923076923",12734,False,True,50780,NULL,5,True,True,True,NULL,True,True,True,0
"110039555031","-91.5655","41.669466","19103","19",NULL,"9.31923076923077",-5401,False,True,37572,NULL,6,True,True,True,True,True,True,True,0
"110046425169","-122.386389","37.770417","06075","06","{4}","24.2230769230769",75504,True,False,48022,NULL,7,True,True,False,NULL,True,False,NULL,3
"110046425221","-96.39862","42.50678","19193","19",NULL,"9.31923076923077",-5401,False,True,37572,1,6,True,True,True,NULL,True,True,True,0
"110046425230","-96.359837","42.506939","19193","19",NULL,"9.31923076923077",-5401,False,True,37572,NULL,5,True,False,True,NULL,False,True,True,0
"110046425249","-117.208817","33.214372","06073","06","{4}","24.2230769230769",75504,True,False,48022,NULL,5,True,True,False,NULL,True,True,NULL,1
"110046425267","-96.359837","42.506939","19193","19",NULL,"9.31923076923077",-5401,False,True,37572,NULL,5,True,False,True,NULL,False,True,True,0
"110046425285","-96.366982","42.528786","19193","19",NULL,"9.31923076923077",-5401,False,True,37572,NULL,5,True,False,True,NULL,True,False,True,0
"110046425310","-96.39111","42.49428","19193","19",NULL,"9.31923076923077",-5401,False,True,37572,NULL,5,True,True,True,NULL,True,True,True,0
"110046425347","-77.04848","35.10821","37049","37",NULL,"10.6269230769231",14875,True,True,30384,NULL,2,True,True,True,NULL,True,True,True,0
"110046425365","-97.60791","38.83976","20169","20",NULL,"11.1884615384615",-7317,False,True,35474,1,5,True,True,True,NULL,True,True,NULL,1
"110046425374","-98.852144","38.35199","20009","20",NULL,"11.1884615384615",-7317,False,True,35474,NULL,1,True,True,True,NULL,True,True,NULL,0
"110046425383","-98.853314","38.351034","20009","20",NULL,"11.1884615384615",-7317,False,True,35474,NULL,1,True,True,True,NULL,True,True,NULL,0
"110046425392","-97.63312","38.78774","20169","20",NULL,"11.1884615384615",-7317,False,True,35474,NULL,5,True,True,True,NULL,True,True,NULL,1
"110046425436","-95.83594","38.75363","20139","20",NULL,"11.1884615384615",-7317,False,True,35474,NULL,NULL,True,True,True,NULL,True,True,True,1
"110046425506","-98.489783","37.008419","20007","20",NULL,"11.1884615384615",-7317,False,True,35474,1,1,True,True,True,NULL,True,True,NULL,0
"110046425515","-98.20186","38.34646","20159","20",NULL,"11.1884615384615",-7317,False,True,35474,1,4,True,True,True,NULL,True,True,True,0
"110046425533","-80.92667","29.02346","12127","12",NULL,"13.39",13226,False,True,31532,NULL,1,True,True,True,NULL,True,True,True,0
"110046425542","-95.7719","37.1549","20125","20",NULL,"11.1884615384615",-7317,False,True,35474,NULL,2,True,True,True,NULL,True,True,True,0
"110046425560","-88.05187","30.69124","01097","01",NULL,"11.4953846153846",-44514,False,True,31188,2,5,True,True,True,NULL,True,True,True,0
"110046425579","-110.97358","32.16126","04019","04",NULL,"11.8530769230769",-31045,False,True,35834,1,5,True,True,True,NULL,True,True,NULL,0
"110046425588","-110.97375","32.16126","04019","04",NULL,"11.8530769230769",-31045,False,True,35834,1,5,True,True,True,NULL,True,True,NULL,0
"110046425597","-110.97395","32.16126","04019","04",NULL,"11.8530769230769",-31045,False,True,35834,1,5,True,True,True,NULL,True,True,NULL,0
"110046425604","-110.97409","32.16126","04019","04",NULL,"11.8530769230769",-31045,False,True,35834,1,5,True,True,True,NULL,True,True,NULL,0
"110046425622","-81.58751","41.46534","39035","39",NULL,"11.0361538461538",37952,True,False,43920,NULL,7,True,True,True,NULL,True,True,True,0
"110046425640","-87.01556","32.36842","01047","01",NULL,"11.4953846153846",-44514,False,True,31188,NULL,1,True,True,True,NULL,True,True,True,0
"110046425659","-86.574352","32.184318","01085","01",NULL,"11.4953846153846",-44514,False,True,31188,NULL,NULL,True,True,True,NULL,True,True,True,0
"110046425668","-86.323032","32.369609","01101","01",NULL,"11.4953846153846",-44514,False,True,31188,1,4,True,True,True,NULL,True,True,True,0
"110046425677","-94.621437","39.132887","20209","20",NULL,"11.1884615384615",-7317,False,True,35474,NULL,8,True,False,True,NULL,True,True,True,0
"110046425702","-94.56399","39.13501","29047","29",NULL,"10.7838461538462",5253,False,True,47082,1,8,True,False,True,NULL,True,True,True,0
"110046425711","-92.46721","39.73533","29121","29",NULL,"10.7838461538462",5253,False,True,47082,NULL,2,True,False,True,NULL,True,True,NULL,1
"110046425720","-90.29937","38.70986","29189","29",NULL,"10.7838461538462",5253,False,True,47082,1,6,True,False,True,NULL,True,True,True,0
"110046425739","-88.724907","32.040231","28023","28",NULL,"11.0661538461538",-12476,False,True,30390,2,NULL,True,True,True,NULL,True,True,NULL,0
"110046425748","-91.87633","39.17289","29007","29",NULL,"10.7838461538462",5253,False,True,47082,1,4,True,True,True,NULL,True,True,True,1
"110046425766","-90.276391","38.577672","29510","29",NULL,"10.7838461538462",5253,False,True,47082,2,14,True,False,True,NULL,True,True,True,0
"110046425766","-90.276391","38.577672","29510","29",NULL,"10.7838461538462",5253,False,True,47082,2,14,True,False,True,NULL,True,True,True,0
"110046425793","-81.64763","41.462484","39035","39",NULL,"11.0361538461538",37952,True,False,43920,1,6,True,False,True,NULL,True,True,True,0
"110038713229","-124.11182","40.50855","06023","06","{4}","24.2230769230769",75504,True,False,48022,1,1,True,False,False,NULL,True,True,True,0
"110038748022","-76.99948","38.90251","11001","11",NULL,"16.2969230769231",11663,False,True,41956,2,7,True,False,True,NULL,True,True,True,1
"110039060681","-122.8762","42.32978","41029","41","{4,7}","10.1146153846154",-8535,False,False,41288,NULL,3,True,True,True,NULL,True,True,True,0
"110039534402","-74.28258","40.507884","34023","34","{1,5}","15.1738461538462",8762,False,False,54244,NULL,8,True,True,True,NULL,True,True,True,0
"110039534689","-93.743424","32.515853","22017","22",NULL,"9.20538461538461",19849,False,True,34416,1,7,True,True,True,NULL,True,True,True,0
"110039546104","-111.64216","35.192722","04005","04",NULL,"11.8530769230769",-31045,False,True,35834,2,3,True,True,True,NULL,True,True,NULL,0
"110039546346","-110.94042","31.37034","04023","04",NULL,"11.8530769230769",-31045,False,True,35834,1,2,True,True,True,NULL,True,True,NULL,0
"110039546426","-110.623611","31.33627","04023","04",NULL,"11.8530769230769",-31045,False,True,35834,NULL,NULL,True,True,True,NULL,True,True,NULL,0
"110039555102","-91.56509","41.67892","19103","19",NULL,"9.31923076923077",-5401,False,True,37572,1,6,True,True,True,NULL,True,False,True,0
"110039555148","-82.010668","34.500241","45059","45",NULL,"10.8123076923077",-13311,False,True,31916,NULL,1,True,False,True,NULL,True,True,True,1
"110046425800","-84.944726","36.423396","47049","47",NULL,"10.8084615384615",25944,False,True,32142,NULL,NULL,True,False,True,NULL,True,True,True,1
"110046425819","-92.00918","34.19727","05069","05",NULL,"9.72846153846154",-12325,False,True,28818,NULL,2,True,True,True,NULL,True,True,True,0
"110046425828","-77.04051","35.11404","37049","37",NULL,"10.6269230769231",14875,True,True,30384,NULL,2,True,True,True,NULL,True,False,NULL,0
"110046425837","-85.48117","36.15521","47141","47",NULL,"10.8084615384615",25944,False,True,32142,1,3,True,True,True,NULL,True,True,True,1
"110046425864","-119.28061","36.3311","06107","06","{4}","24.2230769230769",75504,True,False,48022,NULL,3,True,True,True,NULL,True,True,True,0
"110046425882","-78.943811","43.120501","36063","36",NULL,"18.27",23833,True,True,52148,NULL,3,True,False,True,NULL,True,True,True,0
"110046425926","-97.849232","42.8394","31107","31",NULL,"9.07307692307692",-4762,False,True,34198,1,NULL,True,False,True,NULL,True,True,True,0
"110046425935","-97.873948","42.730774","31107","31",NULL,"9.07307692307692",-4762,False,True,34198,2,NULL,True,False,True,NULL,True,True,True,0
"110046425935","-97.873948","42.730774","31107","31",NULL,"9.07307692307692",-4762,False,True,34198,2,NULL,True,False,True,NULL,True,True,True,0
"110046425944","-72.93443","41.3357","09009","09","{4}","23.84",-9594,True,False,48826,1,7,True,False,True,NULL,True,True,True,1
"110046425953","-97.12209","39.38138","20027","20",NULL,"11.1884615384615",-7317,False,True,35474,NULL,1,True,True,True,NULL,True,True,True,1
"110046425962","-117.372079","34.088241","06071","06","{4}","24.2230769230769",75504,True,False,48022,NULL,5,False,True,False,NULL,True,True,NULL,1
"110046426024","-117.372079","34.088241","06071","06","{4}","24.2230769230769",75504,True,False,48022,NULL,5,False,True,False,NULL,True,True,NULL,1
"110046426033","-117.372079","34.088241","06071","06","{4}","24.2230769230769",75504,True,False,48022,NULL,5,False,True,False,NULL,True,True,NULL,1
"110046426051","-117.374714","34.096977","06071","06","{4}","24.2230769230769",75504,True,False,48022,NULL,6,False,True,False,NULL,True,True,NULL,1
"110046426060","-117.370323","34.1064","06071","06","{4}","24.2230769230769",75504,True,False,48022,1,6,False,True,False,NULL,True,True,NULL,1
"110046426088","-117.370323","34.1064","06071","06","{4}","24.2230769230769",75504,True,False,48022,1,6,False,True,False,NULL,True,True,NULL,1
"110046426097","-117.370323","34.1064","06071","06","{4}","24.2230769230769",75504,True,False,48022,1,6,False,True,False,NULL,True,True,NULL,1
"110046426159","-95.934043","36.191597","40143","40",NULL,"9.41307692307692",-15919,False,True,31740,NULL,7,True,True,True,NULL,True,True,True,0
"110046426168","-95.958222","36.191565","40143","40",NULL,"9.41307692307692",-15919,False,True,31740,NULL,8,True,True,True,NULL,True,True,True,0
"110046426202","-100.43787","31.4652","48451","48",NULL,"10.0507692307692",6948,False,False,32638,2,4,True,True,True,NULL,True,True,True,0
"110046426211","-123.53383","38.803899","06045","06","{4}","24.2230769230769",75504,True,False,48022,NULL,NULL,False,True,True,NULL,True,True,NULL,0
"110046426220","-95.975327","36.149522","40143","40",NULL,"9.41307692307692",-15919,False,True,31740,NULL,9,True,True,True,NULL,True,True,True,0
"110046426275","-75.36704","40.60438","42095","42",NULL,"12.5638461538462",-70484,False,False,41540,NULL,5,True,True,True,NULL,False,True,True,0
"110046426293","-75.3617","40.61108","42095","42",NULL,"12.5638461538462",-70484,False,False,41540,NULL,5,True,True,True,NULL,False,True,True,0
"110046426300","-75.42158","40.63386","42077","42",NULL,"12.5638461538462",-70484,False,False,41540,1,7,True,True,True,NULL,True,True,True,0
"110046426355","-75.257569","40.86792","42095","42",NULL,"12.5638461538462",-70484,False,False,41540,NULL,1,True,True,True,NULL,False,True,True,0
"110046426364","-75.38386","40.61164","42095","42",NULL,"12.5638461538462",-70484,False,False,41540,NULL,4,True,True,True,NULL,True,False,True,0
"110046426373","-75.41008","40.62333","42077","42",NULL,"12.5638461538462",-70484,False,False,41540,NULL,6,True,True,True,NULL,True,True,True,0
"110046426408","-94.9108","39.3165","20103","20",NULL,"11.1884615384615",-7317,False,True,35474,1,3,True,False,True,NULL,True,True,True,0
"110046426417","-94.91186","39.31658","20103","20",NULL,"11.1884615384615",-7317,False,True,35474,1,3,True,False,True,NULL,True,True,True,0
"110005293404","-73.20733","44.48839","50007","50","{2}","17.4407692307692",3445,False,True,36010,NULL,6,True,False,True,NULL,True,True,True,0
"110006265601","-80.70043","41.15243","39155","39",NULL,"11.0361538461538",37952,True,False,43920,NULL,5,True,True,True,NULL,True,True,True,0
"110021761100","-109.48833","32.325402","04003","04",NULL,"11.8530769230769",-31045,False,True,35834,NULL,NULL,True,True,True,NULL,True,True,NULL,0
"110038725859","-83.962059","43.39629","26145","26",NULL,"13.5746153846154",-7468,False,False,39690,NULL,2,True,False,True,NULL,True,True,True,0
"110038725877","-83.962059","43.39629","26145","26",NULL,"13.5746153846154",-7468,False,False,39690,NULL,2,True,False,True,NULL,True,True,True,0
"110038725911","-83.962059","43.39629","26145","26",NULL,"13.5746153846154",-7468,False,False,39690,NULL,2,True,False,True,NULL,True,True,True,0
"110038725939","-83.962059","43.39629","26145","26",NULL,"13.5746153846154",-7468,False,False,39690,NULL,2,True,False,True,NULL,True,True,True,0
"110038743009","-75.577464","38.067515","24047","24",NULL,"14.3053846153846",25934,False,True,34766,NULL,1,True,True,True,NULL,True,True,True,0
"110038754559","-96.6515","40.81626","31109","31",NULL,"9.07307692307692",-4762,False,True,34198,4,12,True,True,True,NULL,True,True,NULL,0
"110039543278","-83.943323","43.425734","26145","26",NULL,"13.5746153846154",-7468,False,False,39690,1,2,True,False,True,NULL,True,True,True,0
"110039555175","-91.55717","41.68009","19103","19",NULL,"9.31923076923077",-5401,False,True,37572,1,6,True,True,True,True,True,True,True,0
"110046426435","-98.02194","37.15229","20077","20",NULL,"11.1884615384615",-7317,False,True,35474,NULL,2,True,True,True,NULL,True,True,NULL,0
"110046426435","-98.02194","37.15229","20077","20",NULL,"11.1884615384615",-7317,False,True,35474,NULL,2,True,True,True,NULL,True,True,NULL,0
"110046426453","-115.994514","36.220701","32023","32",NULL,"12.8215384615385",-670,True,True,38074,NULL,1,True,True,True,NULL,True,True,NULL,0
"110046426499","-97.9402","38.02425","20155","20",NULL,"11.1884615384615",-7317,False,True,35474,NULL,5,True,True,True,NULL,True,True,True,0
"110046426514","-97.636399","38.808701","20169","20",NULL,"11.1884615384615",-7317,False,True,35474,NULL,5,True,True,True,NULL,True,True,NULL,1
"110046426649","-94.87057","42.06316","19027","19",NULL,"9.31923076923077",-5401,False,True,37572,1,1,True,True,True,NULL,True,True,True,0
"110046426658","-94.03149","42.03903","19015","19",NULL,"9.31923076923077",-5401,False,True,37572,2,2,True,False,True,NULL,True,True,True,0
"110046426676","-93.119874","40.681769","19185","19",NULL,"9.31923076923077",-5401,False,True,37572,NULL,NULL,True,False,True,NULL,True,True,NULL,0
"110046426685","-93.290317","37.207701","29077","29",NULL,"10.7838461538462",5253,False,True,47082,2,14,True,True,True,NULL,True,True,True,0
"110046426685","-93.290317","37.207701","29077","29",NULL,"10.7838461538462",5253,False,True,47082,2,14,True,True,True,NULL,True,True,True,0
"110046426701","-78.204943","35.790214","37127","37",NULL,"10.6269230769231",14875,True,True,30384,NULL,1,True,True,True,NULL,True,True,True,1
"110046426710","-92.00417","34.22833","05069","05",NULL,"9.72846153846154",-12325,False,True,28818,1,3,True,True,True,NULL,True,True,True,0
"110046426729","-122.278991","38.910069","06113","06","{4}","24.2230769230769",75504,True,False,48022,NULL,NULL,True,True,False,NULL,False,True,True,2
"110046426738","-96.6514","39.8485","20117","20",NULL,"11.1884615384615",-7317,False,True,35474,NULL,3,True,True,True,NULL,True,True,NULL,1
"110046426747","-77.37688","35.60903","37147","37",NULL,"10.6269230769231",14875,True,True,30384,NULL,2,True,True,True,NULL,True,True,True,1
"110046426756","-94.652887","39.021151","20091","20",NULL,"11.1884615384615",-7317,False,True,35474,NULL,7,True,False,True,NULL,True,True,True,0
"110046426783","-94.70484","37.40916","20037","20",NULL,"11.1884615384615",-7317,False,True,35474,NULL,1,True,True,True,NULL,True,True,NULL,0
"110046426818","-91.96779","34.54451","05085","05",NULL,"9.72846153846154",-12325,False,True,28818,NULL,1,True,True,True,NULL,True,True,True,0
"110046426827","-93.244352","33.271349","05027","05",NULL,"9.72846153846154",-12325,False,True,28818,NULL,3,True,True,True,NULL,True,True,True,0
"110046426836","-94.43141","35.38592","05131","05",NULL,"9.72846153846154",-12325,False,True,28818,1,2,True,False,True,NULL,True,True,True,0
"110046426845","-73.03805","41.56367","09009","09","{4}","23.84",-9594,True,False,48826,1,3,True,True,True,NULL,True,True,True,1
"110046426854","-98.57599","37.28687","20007","20",NULL,"11.1884615384615",-7317,False,True,35474,1,1,True,True,True,NULL,True,True,NULL,0
"110046426863","-118.30908","33.9161","06037","06","{4}","24.2230769230769",75504,True,False,48022,NULL,9,False,True,False,NULL,True,True,NULL,1
"110046426872","-118.300764","33.902227","06037","06","{4}","24.2230769230769",75504,True,False,48022,NULL,10,False,True,False,NULL,True,True,NULL,1
"110046426881","-118.30916","33.89004","06037","06","{4}","24.2230769230769",75504,True,False,48022,1,9,True,True,False,NULL,True,True,NULL,1
"110046426890","-97.04069","37.07076","20035","20",NULL,"11.1884615384615",-7317,False,True,35474,1,NULL,True,True,True,NULL,True,True,True,0
"110046426907","-92.00335","34.218635","05069","05",NULL,"9.72846153846154",-12325,False,True,28818,2,6,True,True,True,NULL,True,True,True,0
