"registryid","pop_weight_svi","pop_weight_sentiment"
"110043210584","0.198367764550265","0.386467997617515"
"110042111176","0.556365635299924","0.412399504614605"
"110067221027","0.565244256333029","0.390071469360534"
"110055377569","0.287958321102841","0.41487553432945"
"110070507800","0.237302519325696","0.429421742884756"
"110015334066","0.331031502012961","0.414673921715296"
"110070247555","0.410334858782354","0.411390591725553"
"110046425490","0.23219656711672","0.416212562451255"
"110067449782","0.51257372619593","0.409678975711966"
"110039688503","0.42841231758452","0.393313633901476"
"110039060262","0.346438404086154","0.394508497153897"
"110039546989","0.762649722304396","0.416696298131869"
"110039541047","0.376800394683818","0.408012763310898"
"110038748914","0.290664363867346","0.439830738302211"
"110040721582","0.57496911820264","0.448503112638397"
"110071088949","0.423742181277909","0.417909325953582"
"110042300710","0.434657714382985","0.393427168939299"
"110070081564","0.418422346227941","0.401988630075496"
"110067659983","0.279876118469505","0.402171822545866"
"110044764047","0.488308241234576","0.425033063014646"
"110046370609","0.387440629636251","0.40630551303033"
"110070164362","0.329600215575532","0.41660035716811"
"110070164339","0.580393346560394","0.445023831212374"
"110043693170","0.428178645192519","0.393519954761635"
"110060674676","0.223025920378878","0.372337843352937"
"110039060672","0.725855016569507","0.404757690848797"
"110070057549","0.579520871630721","0.379730468703749"
"110039550973","0.372256514517163","0.392189588932668"
"110040219509","0.609080264782349","0.412464373042509"
"110064566367","0.167869963730978","0.429162898210406"
"110038760301","0.567597484078724","0.455348235627367"
"110038730745","0.740648304551927","0.410744789120385"
"110070507782","0.478999164720847","0.425802111796923"
"110070057626","0.758252579686415","0.408234918755068"
"110039533920","0.292112725969171","0.410988332097141"
"110040823320","0.766076610661484","0.393235176065828"
"110043691519","0.428523686578558","0.393605687740779"
"110040221569","0.351926800105624","0.411853716819711"
"110039058453","0.544274797117633","0.409659016928034"
"110063009612","0.631833838796723","0.4042954927264"
"110038763282","0.26386571284943","0.402288279632089"
"110038743134","0.711521973720147","0.426262424004522"
"110067221018","0.565242753523983","0.390071652116963"
"110055950065","0.287896102873282","0.405081919829786"
